id,medicament_id,medicament_interaction
8537,5677,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sel de potassium...), les médicaments contenant du racécadotril ou du lithium."
8538,5677,"Informez par ailleurs votre médecin si vous prenez un immunosuppresseur, antidiabétique, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour), un alphabloquant ou un médicament contenant du baclofène."
8539,5678,Ce médicament ne doit pas être associé avec les médicaments contenant
8540,5678,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8541,5678,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) chez les personnes souffrant de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8542,5678,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sel de potassium...), les médicaments contenant du racécadotril ou du lithium."
8543,5678,"Informez par ailleurs votre médecin si vous prenez un immunosuppresseur, antidiabétique, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour), un alphabloquant ou un médicament contenant du baclofène."
8544,5679,Ce médicament ne doit pas être associé avec les médicaments contenant
8545,5679,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8546,5679,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) chez les personnes souffrant de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8547,5679,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sel de potassium...), les médicaments contenant du racécadotril ou du lithium."
8548,5679,"Informez par ailleurs votre médecin si vous prenez un immunosuppresseur, antidiabétique, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour), un alphabloquant ou un médicament contenant du baclofène."
8549,5680,L'association à d'autres antiseptiques est déconseillée car leurs effets risquent de s'annuler.
8550,5680,Les produits d'hygiène intime ne doivent pas être utilisés dans les 2 heures qui suivent un rapport sexuel protégé par un spermicide local (risque d'inactivation de l'effet contraceptif).
8551,5681,Ce médicament ne doit pas être associé avec les médicaments contenant
8552,5681,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8553,5681,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) chez les personnes souffrant de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8554,5681,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sel de potassium...), les médicaments contenant du racécadotril ou du lithium."
8555,5681,"Informez par ailleurs votre médecin si vous prenez un immunosuppresseur, antidiabétique, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour), un alphabloquant ou un médicament contenant du baclofène."
8556,5682,Ce médicament ne doit pas être associé avec les médicaments contenant
8557,5682,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8558,5682,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) chez les personnes souffrant de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8559,5682,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sel de potassium...), les médicaments contenant du racécadotril ou du lithium."
8560,5682,"Informez par ailleurs votre médecin si vous prenez un immunosuppresseur, antidiabétique, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour), un alphabloquant ou un médicament contenant du baclofène."
8561,5683,Ce médicament ne doit pas être associé avec les médicaments contenant
8562,5683,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8563,5683,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) chez les personnes souffrant de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8564,5683,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sel de potassium...), les médicaments contenant du racécadotril ou du lithium."
8565,5683,"Informez par ailleurs votre médecin si vous prenez un immunosuppresseur, antidiabétique, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour), un alphabloquant ou un médicament contenant du baclofène."
8566,5686,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8567,5687,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8568,5688,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8569,5689,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8570,5690,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8571,5691,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8572,5692,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8573,5693,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
8574,5699,"L'association de ce médicament avec un inhibiteur de l'enzyme de conversion (tel que le captopril, le périndopril, le ramipril...), un antagoniste de l'angiotensine II (tel que le candésartan, l'irbésartan...), certains immunosuppresseurs, un antidiabétique de la famille des gliptines, de l'estramustine ou du sacubitril est déconseillée : augmentation du risque d'œdème de Quincke (ou angio-œdème)"
8575,5700,"L'association de ce médicament avec un inhibiteur de l'enzyme de conversion (tel que le captopril, le périndopril, le ramipril...), un antagoniste de l'angiotensine II (tel que le candésartan, l'irbésartan...), certains immunosuppresseurs, un antidiabétique de la famille des gliptines, de l'estramustine ou du sacubitril est déconseillée : augmentation du risque d'œdème de Quincke (ou angio-œdème)"
8576,5701,"L'association de ce médicament avec un inhibiteur de l'enzyme de conversion (tel que le captopril, le périndopril, le ramipril...), un antagoniste de l'angiotensine II (tel que le candésartan, l'irbésartan...), certains immunosuppresseurs, un antidiabétique de la famille des gliptines, de l'estramustine ou du sacubitril est déconseillée : augmentation du risque d'œdème de Quincke (ou angio-œdème)"
8577,5702,"L'association de ce médicament avec un inhibiteur de l'enzyme de conversion (tel que le captopril, le périndopril, le ramipril...), un antagoniste de l'angiotensine II (tel que le candésartan, l'irbésartan...), certains immunosuppresseurs, un antidiabétique de la famille des gliptines, de l'estramustine ou du sacubitril est déconseillée : augmentation du risque d'œdème de Quincke (ou angio-œdème)"
8578,5703,"L'association de ce médicament avec un inhibiteur de l'enzyme de conversion (tel que le captopril, le périndopril, le ramipril...), un antagoniste de l'angiotensine II (tel que le candésartan, l'irbésartan...), certains immunosuppresseurs, un antidiabétique de la famille des gliptines, de l'estramustine ou du sacubitril est déconseillée : augmentation du risque d'œdème de Quincke (ou angio-œdème)"
8579,5704,"Ce vaccin peut être injecté le même jour que d'autres vaccins (vaccin antitétanique par exemple) ou que des immunoglobulines rabiques, mais en utilisant des sites d'injection séparés."
8580,5705,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8581,5705,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8582,5706,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8583,5706,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8584,5707,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8585,5707,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8586,5708,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8587,5708,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8588,5709,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8589,5709,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8590,5710,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8591,5710,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8592,5711,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8593,5711,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8594,5712,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8595,5712,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8596,5713,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8597,5713,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8598,5715,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8599,5715,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8600,5716,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8601,5716,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8602,5717,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8603,5717,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8604,5718,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8605,5718,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8606,5722,Informez votre médecin si vous prenez certains antiviraux (tels que le ritonavir ou le cobicistat).
8607,5723,Ce médicament peut interagir avec les traitements du VIH contenant de l'atazanavir.
8608,5723,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant du méthotrexate, du kétoconazole, du itraconazole ou du millepertuis."
8609,5725,"Les antidépresseurs imipraminiques ne doivent pas, en général, être associés aux IMAO non sélectifs."
8610,5725,Ce médicament ne doit pas être associé au sultopride (uniquement disponible à l'hôpital) : risque de troubles du rythme cardiaque graves.
8611,5725,"Il peut également interagir avec les médicaments contenant l'une des substances suivantes : adrénaline, noradrénaline, clonidine, guanfacine."
8612,5725,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidépresseur inhibiteur de la recapture de la sérotonine, un médicament anticonvulsivant, antihypertenseur, atropinique, sédatif, ou contenant de la carbamazépine, de la thioridazine ou du baclofène."
8613,5726,"En cas d'utilisation de plusieurs collyres, respectez un intervalle de 15 minutes entre deux instillations."
8614,5728,Ce médicament ne doit pas être associé avec les médicaments contenant
8615,5728,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8616,5728,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) en cas de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8617,5728,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sels de potassium...), les médicaments favorisant les torsades de pointes, les antidiarrhéiques contenant du racécadotril (TIORFAN et ses génériques...) et les médicaments contenant du lithium ou de l'estramustine."
8618,5728,"Informez par ailleurs votre médecin si vous prenez un digitalique, un laxatif stimulant, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS, de l'aspirine à fortes doses, un antidiabétique, un immunosuppresseur (évélorimus, sirolimus, temsirolimus), un alphabloquant ou un médicament contenant de l'allopurinol, de la carbamazépine, de la ciclosporine, du baclofène ou un sel de calcium."
8619,5729,Ce médicament ne doit pas être associé avec les médicaments contenant
8620,5729,du sacubitril (ENTRESTO) : augmentation du risque d'œdème de Quincke. Un délai de 36 heures doit obligatoirement être respecté entre ces traitements ;
8621,5729,"de l'aliskiren (RAZILEX, RAZILEX HTC qui ne sont plus commercialisés en France) en cas de diabète ou d'insuffisance rénale ; l'association est déconseillée dans les autres cas."
8622,5729,"Il peut interagir avec les inhibiteurs de l'angiotensine II, les médicaments susceptibles d'augmenter le taux de potassium dans le sang (diurétiques, sels de potassium...), les médicaments favorisant les torsades de pointes, les antidiarrhéiques contenant du racécadotril (TIORFAN et ses génériques...) et les médicaments contenant du lithium ou de l'estramustine."
8623,5729,"Informez par ailleurs votre médecin si vous prenez un digitalique, un laxatif stimulant, un neuroleptique, un antidépresseur imipraminique, un corticoïde, un AINS, de l'aspirine à fortes doses, un antidiabétique, un immunosuppresseur (évélorimus, sirolimus, temsirolimus), un alphabloquant ou un médicament contenant de l'allopurinol, de la carbamazépine, de la ciclosporine, du baclofène ou un sel de calcium."
8624,5730,Ce médicament peut interagir avec les diurétiques et les médicaments qui contiennent du potassium ou du lithium.
8625,5730,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidiabétique, un AINS ou de l'aspirine à forte dose (plus de 3 g par jour)."
8626,5730,"En outre, l'effet antihypertenseur de ce médicament peut être augmenté par certains médicaments tels que les neuroleptiques, les antidépresseurs imipraminiques, les alphabloquants utilisés dans certains troubles urinaires, les médicaments contenant du baclofène ; il peut être diminué par les corticoïdes. Votre médecin doit être informé si vous êtes traité par l'un ou l'autre de ces médicaments."
8627,5731,"certains antiarythmiques (amiodarone, dronédarone, hydroquinidine, disopyramide, sotalol), les inhibiteurs de protéases boostés par ritonavir, et les médicaments contenant de l'ombitasvir + paritaprévir, du voriconazole, de la pipéraquine, de l'hydroxyzine, de la dompéridone, du citalopram, de l'escitalopram, de la spiramycine, de l'érythromycine, de la vincamine, du vandétanib, du torémifène, de la méquitazine ou de la moxifloxacine : risque de troubles du rythme cardiaque, notamment de torsades de pointes ;"
8628,5731,les médicaments contenant du cobicistat ou de l'ombitasvir + paritaprévir : augmentation des effets indésirables de la quinidine.
8629,5731,Il peut interagir avec de très nombreux autres médicaments. Signalez à votre médecin tous vos autres traitements en cours.
8630,5733,les médicaments contenant de la ciclosporine ou les traitements de l'hépatite C contenant l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) ou l'association lédipasvir/sofosbuvir (HARVONI) : risque accru d'atteintes musculaires ;
8631,5733,"les antibiotiques contenant de l'acide fusidique : si le traitement par acide fusidique est nécessaire, la prise de ce médicament doit être interrompue pendant toute la durée du traitement antibiotique et pendant les 7 jours qui suivent son arrêt."
8632,5733,Il peut interagir avec les antiprotéases utilisés dans le traitement du VIH et les hypolipidémiants de la famille des fibrates.
8633,5733,"Informez par ailleurs votre médecin si vous prenez d'autres médicaments, notamment un anticoagulant oral, un antiacide, un estroprogestatif (pilule, traitement hormonal de la ménopause) ou un médicament contenant l'une des substances suivantes : érythromycine, régorafénib, darolutamide, capmatinib, fostamatinib, febuxostat, teriflunomide."
8634,5733,"En cas d'association avec une résine (colestyramine par exemple), ce médicament doit être administré à distance de la résine (soit 2 heures avant, soit 4 heures après)."
8635,5734,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8636,5734,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8637,5734,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8638,5735,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8639,5735,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8640,5735,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8641,5736,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8642,5736,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8643,5736,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8644,5737,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8645,5737,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8646,5737,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8647,5738,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8648,5738,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8649,5738,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8650,5739,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8651,5739,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8652,5739,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8653,5740,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8654,5740,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8655,5740,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8656,5741,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8657,5741,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8658,5741,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8659,5742,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8660,5742,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8661,5742,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8662,5743,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8663,5743,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8664,5743,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8665,5744,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8666,5744,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8667,5744,Il est également déconseillé de boire du jus de pamplemousse pendant le traitement.
8668,5745,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8669,5745,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8670,5745,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8671,5746,"Ce médicament peut diminuer l'absorption d'autres médicaments, en particulier ceux qui contiennent des acides biliaires (acide chénodésoxycholique, acide ursodésoxycholique), des anticoagulants oraux, des digitaliques ou des hormones thyroïdiennes. Un délai de 2 heures doit être respecté entre la prise de ce médicament et celle des autres traitements. Demandez conseil à votre médecin ou à votre pharmacien."
8672,5747,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8673,5747,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8674,5747,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8675,5748,"un vasoconstricteur décongestionnant par voie orale (phényléphrine, pseudoéphédrine) ou un vasoconstricteur par voie nasale (naphazoline, oxymétazoline, éphédrine, sulfate de tuaminoheptane) : risque de crise hypertensive ;"
8676,5748,un IMAO non sélectif (MARSILID) : un délai d'au moins 15 jours doit être respecté entre la prise de ces 2 médicaments.
8677,5748,"Il peut interagir avec les dérivés de l'ergot de seigle utilisés dans la maladie de Parkinson (bromocriptine, pergolide, lisuride, cabergoline) ou dans la migraine ou avec IMAO sélectifs A (moclobémide)."
8678,5748,"Informez votre médecin ou votre pharmacien de la prise d'un antihypertenseur, ou au contraire, d'un médicament susceptible d'augmenter la tension artérielle, d'un médicament dopaminergique ou d'un médicament contenant de la clonidine."
8679,5749,"Ce médicament ne doit pas être associé avec les antiprotéases utilisées contre le VIH et l'hépatite C, certains antifongiques et les antibiotiques contenant de l'érythromycine ou de la clarithromycine : risque d'augmentation des effets indésirables."
8680,5749,Informez par ailleurs votre médecin si vous prenez des médicaments ayant un effet sédatif ou atropinique.
8681,5749,Il est également déconseillé de consommer du jus de pamplemousse pendant le traitement.
8682,5752,"L'efficacité contraceptive de cette pilule peut être diminuée par les produits de phytothérapie contenant du millepertuis, certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée du traitement et un cycle suivant."
8683,5752,Informez par ailleurs votre médecin si vous prenez des médicaments contenant de la lamotrigine.
8684,5754,Ce médicament ne doit pas être associé avec
8685,5754,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
8686,5754,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
8687,5754,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
8688,5754,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
8689,5762,Ce médicament ne doit pas être associé avec ceux contenant de la colchicine : augmentation des effets indésirables potentiellement graves de la colchicine.
8690,5762,Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un immunosuppresseur.
8691,5763,Ce médicament ne doit pas être associé aux rétinoïdes (contenant de l'isotrétinoïne ou de l'acitrétine) à prendre par voie orale : risque d'hypertension intracrânienne.
8692,5763,Il peut interagir avec les médicaments contenant du disulfirame (ESPÉRAL).
8693,5763,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un anticoagulant oral, un pansement digestif ou un médicament contenant du fer, du zinc, du lithium, de la phénytoïne, du phénobarbital, de la ciclosporine, du fluoro-uracile, du busulfan."
8694,5765,Ce médicament peut interagir avec les médicaments susceptibles de provoquer des torsades de pointes.
8695,5765,"Informez par ailleurs votre pharmacien ou votre médecin si vous prenez des corticoïdes (sauf traitement local), des diurétiques ou des médicaments contenant de la digoxine, de la digitoxine ou de l'amphotéricine B (par voie intraveineuse)."
8696,5766,"Ce collyre peut interagir avec d'autres collyres : sauf indication contraire de votre médecin, respectez un intervalle de 10 minutes entre deux instillations."
8697,5768,"Ce médicament peut interagir avec d'autres stimulants de l'ovulation, ou certains traitements qui diminuent la sécrétion des hormones hypophysaires. Votre médecin en tient compte dans le calcul de la posologie."
8698,5769,Ce médicament peut interagir les médicaments contenant de l'allopurinol ou du fébuxostat..
8699,5769,"En cas de vaccination, l'utilisation d'un vaccin vivant est déconseillée (contre-indiquée dans le cas du vaccin contre la fièvre jaune)."
8700,5769,"Informez par ailleurs votre médecin si vous prenez un anticonvulsivant, anticoagulant oral ou un médicament contenant l'une des substances suivantes : méthotrexate, aminosalicylate de sodium, mésalazine, olsalazine, sulfasalazine, infliximab, ribavirine."
8701,5770,Ce médicament ne doit pas être associé avec les médicaments contenant de l'oxybate de sodium (XYREM) : augmentation du risque de dépression respiratoire.
8702,5770,"Il peut interagir avec les médicaments qui contiennent de la nalbuphine, de la buprénorphine, du nalméfène ou de la naltrexone : risque de diminution de l'effet antalgique"
8703,5770,"Informez votre médecin ou votre pharmacien si vous prenez de la méthadone, d'autres médicaments sédatifs (tranquillisant, somnifère, antidépresseur, neuroleptique...), certains antalgiques (alfentanil, dihydrocodéine, fentanyl, hydromorphone, morphine, oxycodone, péthidine, tramadol...) ou un autre antitussif contenant du dextrométorphane, de la pholcodine, de la noscapine ou de l'éthylmorphine."
8704,5770,"De plus, de nombreux médicaments antitussifs et antalgiques contiennent de la codéine. Leur prise conjointe expose à un risque de surdosage et à une augmentation des effets indésirables."
8705,5771,"Compte tenu de la présence d'alcool, ce médicament peut interagir avec ceux qui ont un effet antabuse (ESPÉRAL...)."
8706,5774,"Ce médicament ne doit pas être associé aux antidépresseurs de type IMAO non sélectifs (MARSILID) ou sélectifs A (MOCLAMINE) : risque d'élévation de la température, d'agitation, de chute brutale de la tension artérielle."
8707,5774,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un médicament sédatif (tranquillisants, somnifères, certains médicaments contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...)."
8708,5776,"La prise de graines d'ispaghul peut nuire à l'absorption de certaines substances (minéraux, vitamine B12, médicaments pour le cœur, fluidifiants du sang, carbamazépine par exemple). Il convient de respecter un délai d'au moins une heure entre la prise de ce médicament et celle d'autres médicaments."
8709,5776,Informez par ailleurs votre médecin si vous prenez un antidiabétique ou des hormones thyroïdiennes. Il pourra être amené à adapter les doses.
8710,5778,"les IMAO non sélectifs (MARSILID) : des délais précis doivent être respectés entre l'arrêt de l'IMAO et le début de ce traitement, et inversement. Le traitement par la fluoxétine ne peut être débuté que 2 semaines après l'arrêt d'un IMAO non sélectif et un traitement par IMAO non sélectif ne peut être débuté qu'après un délai d'au moins 5 semaines après l'arrêt de la fluoxétine ;"
8711,5778,les médicaments contenant du métoprolol utilisés dans le traitement de l'insuffisance cardiaque : risque de ralentissement important du cœur.
8712,5778,Il peut également interagir avec les IMAO sélectifs (tels que le linézolide) et les médicaments contenant du tamoxifène et de la méquitazine.
